WEO Country Code,ISO,Country,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Estimates Start After
726,SOM,Somalia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.2,1.86,2.354,3.46,2.894,1.385,2.8,2.9,3.2,3.5,3.5,3.5,3.5,2018
199,ZAF,South Africa,4.2,2.395,-0.318,-1.018,-2.137,1.234,3.234,3.116,4.307,2.647,0.517,2.358,4.155,2.735,3.668,2.949,4.555,5.277,5.604,5.36,3.191,-1.538,3.04,3.284,2.213,2.485,1.847,1.194,0.399,1.415,0.787,0.655,1.079,1.439,1.763,1.783,1.775,2018
733,SSD,South Sudan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-52.429,29.329,2.918,-0.173,-16.737,-5.491,-1.123,7.932,8.213,5.015,5.912,5.28,4.701,2017
184,ESP,Spain,5.285,5.004,3.847,2.525,0.851,-1.314,2.335,4.122,2.421,3.865,4.469,4.745,5.053,3.998,2.88,3.189,3.164,3.723,4.175,3.77,1.117,-3.573,0.015,-0.997,-2.929,-1.706,1.379,3.65,3.169,2.983,2.579,2.175,1.847,1.702,1.671,1.648,1.592,2018
524,LKA,Sri Lanka,2.698,2.25,6.174,10.821,-3.135,7.477,8.036,6.051,12.162,10.291,-1.646,2.879,8.418,-1.948,3.727,5.94,5.445,6.242,7.668,6.797,5.95,3.539,8.016,8.405,9.145,3.396,4.961,5.008,4.487,3.42,3.209,2.72,3.532,4.255,4.504,4.643,4.84,2018
361,KNA,St. Kitts and Nevis,10.353,6.013,5.454,2.27,3.077,5.418,5.404,3.462,5.897,7.327,1.024,3.943,12.121,4.762,1.107,-4.232,3.825,8.707,3.174,0.349,6.368,-3.363,1.527,3.212,-4.39,6.371,7.215,1.595,1.845,0.905,4.591,3.5,3.5,3,2.7,2.659,2.671,2018
362,LCA,St. Lucia,13.899,8.983,9.89,0.376,7.952,0.583,1.599,1.749,2.922,-0.694,6.286,2.67,0.049,-3.409,0.417,4.264,7.268,-0.411,6.365,2.025,4.888,-1.467,0.403,4.143,-0.375,-1.977,1.338,0.229,3.152,2.55,0.857,1.511,3.217,2.993,2.4,1.5,1.5,2018
364,VCT,St. Vincent and the Grenadines,13.168,3.273,4.806,2.221,7.097,3.589,-1.165,6.798,1.06,3.741,4.459,2.107,1.806,1.662,6.126,7.344,4.609,3.025,6.038,3.064,-0.546,-2,-2.331,0.247,1.301,2.491,0.247,0.823,0.836,0.719,2.014,2.328,2.316,2.342,2.311,2.344,2.323,2018
732,SDN,Sudan,4.363,1.419,-1.7,7.024,5.541,2.75,3.514,8.86,5.465,6.057,8.242,4.235,8.385,10.867,5.941,6.289,5.136,5.648,6.531,5.735,3.847,-2.768,3.858,-2.825,-17.005,1.963,4.671,1.913,2.938,1.663,-2.227,-2.624,-1.514,-1.065,0.163,0.983,1.405,2016
366,SUR,Suriname,10.8,2.3,-1.5,-13.799,3.9,-2.2,-7,11.3,11.2,7,2.2,-0.9,-0.1,4.902,3.747,6.19,7.305,4.919,5.767,5.099,4.149,3.017,5.163,5.847,2.697,2.931,0.254,-3.414,-5.56,1.691,2,2.2,2.5,2.4,2,2.4,2.6,2017
144,SWE,Sweden,2.46,2.463,0.8,-1.027,-0.975,-1.274,3.972,3.998,1.615,3.099,4.261,4.311,4.875,1.468,2.196,2.245,4.326,2.896,4.603,3.431,-0.242,-4.236,6.189,3.052,-0.631,1.088,2.747,4.421,2.413,2.412,2.324,0.936,1.462,2.051,1.974,1.98,1.987,2018
146,CHE,Switzerland,3.311,4.392,3.566,-0.816,-0.168,-0.124,1.324,0.534,0.534,2.327,2.931,1.653,4.074,1.286,0.183,0.076,2.621,3.161,4.077,4.107,2.11,-2.228,2.873,1.835,1.006,1.879,2.484,1.264,1.714,1.864,2.756,0.761,1.26,1.62,1.588,1.6,1.6,2017
463,SYR,Syria,12.721,-6.067,10.358,10.727,13.246,7.409,5.534,5.423,2.966,-1.09,5.554,-3.121,2.295,3.68,5.897,-2.037,6.903,6.215,5.046,5.675,4.477,5.912,3.44,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2010
528,TWN,Taiwan Province of China,8.018,8.749,5.646,8.359,8.293,6.802,7.494,6.501,6.175,6.113,4.211,6.717,6.421,-1.26,5.575,4.121,6.506,5.416,5.623,6.517,0.704,-1.567,10.631,3.805,2.064,2.202,4.021,0.806,1.512,3.079,2.634,2.035,1.933,2.094,2.116,2.08,2.012,2018
923,TJK,Tajikistan,n/a,n/a,n/a,n/a,n/a,-11.099,-21.401,-12.498,-4.368,1.7,5.3,3.699,8.3,10.2,9.1,10.2,10.6,6.7,7,7.8,7.9,3.9,6.5,7.4,7.5,7.4,6.7,6,6.9,7.1,7.3,5,4.5,4.5,4.5,4,4,2017
738,TZA,Tanzania,4.4,3.8,7.045,2.072,0.584,1.206,1.567,3.571,4.544,3.525,3.708,4.84,4.934,5.998,7.164,6.886,7.828,7.37,4.661,8.464,5.567,5.382,6.359,7.905,5.141,6.782,6.732,6.161,6.867,6.773,6.951,5.2,5.704,5.99,6.293,6.531,6.467,2018
578,THA,Thailand,13.288,12.194,11.623,8.403,9.23,8.675,7.997,8.12,5.652,-2.754,-7.634,4.572,4.456,3.444,6.149,7.189,6.289,4.188,4.968,5.435,1.726,-0.691,7.513,0.84,7.243,2.687,0.984,3.134,3.356,4.024,4.133,2.871,3.007,3.491,3.649,3.649,3.649,2018
537,TLS,Timor-Leste,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16.348,-6.701,-2.182,0.4,2.968,-4.685,10.138,11.149,9.966,8.466,6.7,5.713,2.357,4.736,3.483,5.124,-3.478,-0.2,4.5,5,4.8,4.8,4.8,4.8,2017
742,TGO,Togo,10.124,4.1,5.897,-0.59,-3.207,-16.319,13.93,19.691,-3.871,3.803,-2.263,2.536,-0.968,0.823,3.827,6.72,-0.979,-4.666,2.65,-1.175,4.062,5.538,6.099,6.398,6.544,6.112,5.921,5.743,5.6,4.42,4.9,5.1,5.3,5.41,5.41,5.41,5.41,2016
866,TON,Tonga,-3.5,1.1,4.7,5.9,-3.8,-0.1,1.979,4.487,0.001,-3.165,3.474,2.349,1.059,3.165,2.27,0.971,1.201,0.382,-2.482,-1.732,1.798,3.269,3.318,1.967,-1.058,-0.585,2.678,3.632,4.696,2.703,1.471,3.51,3.682,2.885,2.426,2.108,1.986,2018
369,TTO,Trinidad and Tobago,-3.92,-0.83,1.509,3.112,10.093,-0.669,3.567,3.81,7.134,7.523,8.125,8.025,6.901,3.698,7.152,13.878,7.328,5.895,14.181,4.255,3.286,-4.823,3.461,-0.192,-0.681,2.006,-0.97,1.778,-6.509,-1.857,0.315,0.006,1.492,2.292,1.977,1.616,1.662,2017
744,TUN,Tunisia,0.071,2.579,7.075,4.138,8.009,2.477,3.628,2.671,6.855,5.725,4.963,6.017,4.299,3.796,1.323,4.702,6.236,3.487,5.244,6.71,4.238,3.043,3.511,-1.918,3.998,2.875,2.971,1.195,1.263,1.825,2.483,1.514,2.428,2.889,3.803,3.883,4.438,2017
186,TUR,Turkey,2.121,0.253,9.255,0.926,5.984,8.042,-5.456,7.19,7.007,7.528,3.092,-3.389,6.64,-5.962,6.43,5.608,9.644,9.01,7.11,5.03,0.845,-4.704,8.487,11.113,4.79,8.491,5.167,6.086,3.184,7.471,2.827,0.249,2.986,2.998,3.032,3.468,3.499,2018
925,TKM,Turkmenistan,n/a,n/a,n/a,n/a,n/a,-10,-17.3,-7.2,-6.7,-11.3,6.7,16.499,18.587,20.391,15.768,17.095,14.692,13.04,10.967,11.057,14.747,6.133,9.16,14.72,11.051,10.163,10.346,6.453,6.2,6.47,6.153,6.338,6.038,5.841,5.944,5.864,5.827,2017
869,TUV,Tuvalu,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.452,7.712,-3.105,-1.676,-4.118,2.891,6.347,7.959,-4.382,-3.09,7.89,-3.836,4.577,1.348,9.143,3.035,3.242,4.284,4.072,4.38,4.244,4.143,3.894,2.746,2015
746,UGA,Uganda,8.294,6.403,6.497,1.778,5.85,6.686,7.694,9.174,6.595,4.62,6.074,7.953,3.941,8.765,7.057,6.159,5.803,10.007,7.049,8.064,10.428,8.069,7.666,6.821,2.24,4.714,4.561,5.67,2.323,5.008,6.105,6.156,6.216,6.142,6.057,7.785,10.085,2018
926,UKR,Ukraine,n/a,n/a,n/a,n/a,n/a,-14.799,-22.766,-12.142,-9.851,-3.175,-1.815,-0.203,5.932,5.209,5.3,9.5,11.8,3.1,7.6,8.2,2.2,-15.1,4.1,5.466,0.239,-0.027,-6.553,-9.773,2.441,2.525,3.277,2.99,3.011,3.143,3.19,3.34,3.315,2018
466,ARE,United Arab Emirates,-2.623,15.733,23.562,2.141,3.095,-0.029,7.363,6.58,5.34,8.553,0.791,3.751,12.329,1.284,2.478,8.813,9.577,4.867,9.831,3.231,3.215,-5.229,1.595,6.93,4.485,5.053,4.399,5.065,2.988,0.491,1.726,1.56,2.515,2.723,2.318,2.403,2.467,2017
112,GBR,United Kingdom,5.758,2.569,0.739,-1.088,0.371,2.526,3.895,2.455,2.535,4.293,3.341,3.214,3.453,2.841,2.5,3.339,2.348,3.149,2.548,2.546,-0.346,-4.247,1.711,1.645,1.447,2.046,2.948,2.349,1.789,1.823,1.398,1.235,1.448,1.543,1.502,1.533,1.53,2018
111,USA,United States,4.177,3.673,1.886,-0.108,3.522,2.753,4.029,2.684,3.772,4.447,4.481,4.753,4.127,0.999,1.742,2.861,3.799,3.513,2.855,1.876,-0.137,-2.537,2.564,1.551,2.249,1.842,2.526,2.908,1.638,2.37,2.927,2.35,2.089,1.746,1.559,1.58,1.62,2018
298,URY,Uruguay,1.467,1.104,0.297,3.539,7.932,2.658,7.281,-1.448,5.578,5.048,4.28,-2.965,-1.776,-3.461,-7.051,2.327,4.64,6.806,4.099,6.542,7.176,4.243,7.803,5.162,3.538,4.638,3.239,0.371,1.69,2.591,1.62,0.4,2.3,3,2,2,2.4,2018
927,UZB,Uzbekistan,n/a,n/a,n/a,n/a,n/a,-2.3,-5.2,-0.9,1.7,5.2,4.3,4.3,3.8,4.2,4,4.2,7.4,7,7.5,9.5,9,8.1,8.475,8.281,8.18,8.026,7.179,7.448,6.094,4.462,5.133,5.5,6,6,6,6,6,2018
846,VUT,Vanuatu,-1.695,1.533,11.697,3.147,2.584,0.736,9.079,1.005,2.328,4.907,1.176,0.337,5.925,-3.398,-5.198,4.288,3.987,5.305,8.465,5.174,6.449,3.313,1.629,1.223,1.755,1.969,2.304,0.163,3.472,4.413,3.2,3.8,3.1,2.8,2.8,2.9,2.9,2017
299,VEN,Venezuela,6.51,-13.92,6.468,9.73,6.06,0.275,-2.349,3.952,-0.198,6.371,0.294,-5.97,3.687,3.394,-8.856,-7.755,18.287,10.318,9.872,8.754,5.278,-3.202,-1.489,4.176,5.626,1.343,-3.894,-6.221,-17.04,-15.671,-18,-35,-10,-5,n/a,n/a,n/a,2018
582,VNM,Vietnam,5.1,7.8,5.047,5.809,8.7,8.078,8.834,9.54,9.34,8.152,5.765,4.774,6.787,6.895,7.08,7.341,7.789,7.547,6.978,7.129,5.662,5.398,6.423,6.24,5.247,5.422,5.984,6.679,6.211,6.812,7.076,6.5,6.5,6.5,6.5,6.5,6.5,2018
474,YEM,Yemen,n/a,n/a,n/a,6.293,8.208,4.002,6.722,5.669,4.635,5.231,6.007,3.776,6.182,3.804,3.935,3.747,3.973,5.592,3.17,3.338,3.648,3.866,7.702,-12.715,2.393,4.824,-0.189,-27.995,-9.375,-5.072,0.752,2.113,1.984,13.616,8.123,6.545,3.566,2017
754,ZMB,Zambia,9.271,-3.658,-0.579,-0.666,2.052,-0.077,-13.309,2.898,6.219,3.814,-0.386,4.65,3.897,5.317,4.506,6.945,7.032,7.236,7.904,8.352,7.774,9.22,10.298,5.565,7.598,5.057,4.698,2.92,3.757,3.524,3.674,2.021,1.695,1.728,1.6,1.48,1.504,2017
698,ZWE,Zimbabwe,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-1.111,-4.231,-0.454,-7.704,-16.224,-6.27,-7.413,-3.556,-3.401,-16.323,7.396,19.683,14.197,16.658,1.975,2.383,1.791,0.742,4.704,3.497,-7.077,2.721,2.522,2.504,2.16,2.16,2015
1,,World,4.641,3.796,3.453,2.619,2.276,2.091,3.256,3.325,3.849,3.995,2.584,3.58,4.806,2.463,2.989,4.278,5.423,4.91,5.465,5.569,3.023,-0.075,5.412,4.287,3.509,3.484,3.587,3.455,3.39,3.811,3.605,3.013,3.41,3.555,3.557,3.607,3.619,
110,,Advanced economies,4.796,3.967,3.072,1.592,2.263,1.35,3.371,2.922,3.048,3.498,2.82,3.627,4.074,1.581,1.716,2.064,3.272,2.841,3.087,2.714,0.242,-3.294,3.087,1.744,1.202,1.39,2.094,2.332,1.726,2.462,2.273,1.676,1.672,1.615,1.552,1.546,1.561,
163,,Euro area ,n/a,n/a,n/a,n/a,1.386,-0.786,2.498,2.896,1.636,2.62,2.943,2.921,3.803,2.138,0.925,0.653,2.314,1.685,3.263,2.996,0.43,-4.521,2.098,1.644,-0.875,-0.259,1.409,2.096,1.898,2.535,1.942,1.16,1.388,1.444,1.392,1.342,1.327,
119,,Major advanced economies (G7),4.734,3.787,2.81,1.23,2.149,1.163,3.038,2.499,2.767,3.194,2.897,3.21,3.73,1.285,1.232,1.913,2.91,2.585,2.62,2.032,-0.159,-3.652,2.827,1.63,1.394,1.436,1.972,2.154,1.474,2.257,2.117,1.626,1.571,1.442,1.34,1.338,1.356,
123,,Other advanced economies (Advanced economies excluding G7 and euro area),5.488,4.65,4.37,3.713,3.982,4.267,6.211,5.286,4.802,4.644,0.982,5.554,5.741,2.155,4,2.73,5.206,4.125,4.825,5.139,1.791,-0.783,5.991,3.424,2.203,2.476,2.943,2.254,2.416,2.939,2.563,1.612,1.954,2.278,2.381,2.376,2.39,
998,,European Union,4.096,3.449,2.489,1.163,0.951,-0.183,2.82,2.762,2.058,2.942,3.012,2.98,3.82,2.322,1.448,1.452,2.777,2.282,3.574,3.279,0.775,-4.23,2.048,1.838,-0.375,0.294,1.873,2.496,2.084,2.751,2.2,1.526,1.64,1.661,1.597,1.56,1.546,
200,,Emerging market and developing economies,4.366,3.491,4.129,4.36,2.293,3.096,3.099,3.874,4.929,4.66,2.266,3.516,5.769,3.601,4.589,6.94,7.903,7.201,7.98,8.434,5.672,2.819,7.42,6.397,5.35,5.098,4.711,4.285,4.588,4.763,4.524,3.917,4.553,4.794,4.798,4.842,4.814,
505,,Emerging and developing Asia,9.421,6.286,5.874,6.186,8.874,9.093,9.333,8.911,8.418,6.132,2.818,6.523,6.501,6.057,6.687,8.313,8.478,9.302,10.121,11.238,7.295,7.606,9.62,7.851,6.992,6.904,6.811,6.775,6.72,6.593,6.396,5.924,5.974,6.16,6.068,6.024,5.95,
903,,Emerging and developing Europe,1.657,0.215,-0.325,-5.588,-8.945,-4.619,-8.405,-0.331,0.269,2.942,-0.84,2.838,7.481,2.554,4.771,6.166,7.758,6.255,7.421,7.228,4.353,-5.744,4.435,5.811,2.969,3.12,1.904,0.77,1.825,3.919,3.063,1.762,2.529,2.515,2.494,2.551,2.508,
511,,ASEAN-5,8.461,9.222,8.481,7.431,6.751,7.659,7.556,8.075,7.483,3.75,-8.281,2.92,5.458,3.328,5.081,5.677,5.977,5.309,5.491,6.242,5.35,2.428,6.914,4.724,6.202,5.055,4.618,4.884,4.99,5.339,5.247,4.818,4.915,5.172,5.246,5.254,5.258,
205,,Latin America and the Caribbean,1.07,1.131,0.592,3.864,3.306,4.133,4.95,1.23,3.129,5.353,2.506,0.142,3.693,0.608,0.392,2.017,6.153,4.4,5.465,5.596,3.963,-1.992,6.146,4.632,2.909,2.893,1.327,0.319,-0.608,1.21,1.047,0.204,1.839,2.413,2.631,2.782,2.732,
400,,Middle East and Central Asia,2.507,4.18,9.236,7.917,4.839,0.794,1.36,1.522,4.472,2.664,3.622,2.19,5.65,2.174,3.701,10.33,8.787,6.253,6.441,5.791,4.298,1.15,4.894,4.572,4.896,3.021,3.119,2.616,5.012,2.339,1.885,0.904,2.898,3.163,3.152,3.294,3.31,
603,,Sub-Saharan Africa,n/a,n/a,n/a,-0.175,-0.073,1.576,1.723,3.687,4.896,3.53,2.398,2.313,4.013,4.885,6.553,5.005,7.111,6.314,6.011,6.711,5.809,3.849,7.12,5.291,4.681,5.19,5.114,3.13,1.379,2.953,3.215,3.217,3.588,3.674,3.943,4.1,4.175,
